key,name,industry,description,idea_slug,mapped_by
S4E37P587,Panchal Dairy,Food and Beverage,Artisanal and pastoral cheese,dairy-farm,milk|a2|dairy|cheese|eggs
S4E37P588,Music Pandit,Children/Education,Music classes for kids,kids-enrichment-classes,course|school|classes|brain development|chess|music classes|teaching|therapy|therapeutic
S4E38P589,Cograd,Children/Education,Innovative and affordable education teaching,kids-enrichment-classes,course|school|classes|brain development|chess|music classes|teaching|therapy|therapeutic
S4E38P590,Eat Better Co,Food and Beverage,Healthy delicious snacks,healthy-snacks-brand,snack|chips|nachos|nuts|dry fruits|popcorn|muesli|granola|energy bar|protein bar|bars\b|peanut butter|millet|superfood|super food|guilt|protein|diabetes|gluten|healthy|nutri|kamdhenu|puranpoli|ayurvedic enriched|wellness in the form
S4E38P591,Earthful,Medical/Health,Health-boosting supplements,nutrition-supplements-brand,supplement|protein|tablet|shilajit|vitamin|magnesium|ayurved
S4E39P592,Trajectory,Vehicles/Electrical Vehicles,"Car seat pillows, backrests, and lumbar support",hardware-product-startup,fuel caps|helmet|pillow|gyrocopter|aircraft|hydrogen
S4E39P593,Kavi The Poetry-Art Project,Green/CleanTech,"Upcycled products eco-conscious glassware Raise, reuse, recycle with class Hand made",recycling-and-waste,waste|scrap|recycl|compost|upcycl|plastic
S4E39P594,F2DF,Agriculture,e-commerce platform for farmers,b2b-marketplace,e-commerce platform
S4E40P595,Sugar Strings.ai,Medical/Health,Multiomic platform for managing chronic genetic DNA conditions,consumer-app-startup,.
S4E40P596,Moms Home,Children/Education,Sustainable baby essentials,d2c-apparel-brand,kidswear|baby|furniture|makeup
S4E40P597,Catwalk,Food and Beverage,Non-alcoholic spirits,beverage-brand,coffee|espresso|cocktail|\btea\b|tea dip|matcha|kombucha|beverage|drink|juice|lemonade|shake|water|mixer|bubble tea|spirit|beer|mead
S4E41P598,Beautywise,Beauty/Fashion,Science-backed supplements for skin and hair,nutrition-supplements-brand,override
S4E41P599,Ivory,Medical/Health,Neuroscience-based gaming app,consumer-app-startup,.
S4E41P600,The House Party By Savar,Business Services,Luxury culinary catering service,event-catering,catering
S4E42P601,Glow Glossary,Food and Beverage,Ceremonial-grade matcha Matcha Kit,beverage-brand,coffee|espresso|cocktail|\btea\b|tea dip|matcha|kombucha|beverage|drink|juice|lemonade|shake|water|mixer|bubble tea|spirit|beer|mead
S4E42P602,Singh Dental Care,Medical/Health,Comprehensive dental care by specialist,medical-devices-startup,device|machine|system|test|wearable|monitor|stethoscope|prosthetic|kit|wheelchair|ecg|eeg|headband|hearing|screening|diagnos|dialysis|cooling|uroflow|dental|orthotic|aid
S4E42P603,Tribal Veda,Food and Beverage,Premium jamun products superfoods made by tribal,honey-and-organic-produce,\bhoney\b|organic products|organic grocery|jaggery|jamun|organic spices
S4E43P604,Anuvad,Beauty/Fashion,E-textile fashion Humansing,d2c-apparel-brand,wear|cloth|apparel|fashion|lifestyle products for women|dress|denim|streetwear|lingerie|swim|underwear|innerwear|shapewear|petticoat|sleeves|abaya|kurta|sarees|sikh|tactical|vest|maternity|textile
S4E43P605,Fitelo,Fitness/Sports/Outdoors,Holistic health and weight management,consumer-app-startup,.
S4E43P606,Nanighar,Food and Beverage,Homemade delicacies Dishes,cloud-kitchen,cloud.?kitchen|virtual restaurant|where's the food|homemade after delivery|homemade delicacies|delicacies
S4E44P607,Good Monk,Fitness/Sports/Outdoors,"Multivitamins, probiotics, and fiber mix Lysine, Ashwagandha & Brahmi",nutrition-supplements-brand,multivitamin|probiotic
S4E44P608,Artbuzz,Business Services,Creative co-living and coworking spaces,coworking-and-coliving,co-?working|co-?living|working spaces|accomodation|student housing
S4E44P609,Tulua,Food and Beverage,"Pure, unadulterated spices",spice-processing-unit,spice|\batta\b|flour|\baata\b
S4E45P610,Taffykids,Children/Education,Playful kidswear for every occasion,d2c-apparel-brand,kidswear|baby|furniture|makeup
S4E45P611,Whale Wearables,Lifestyle/Home,Groundbreaking women's safety wearable solutions,hardware-product-startup,machine|waterless|wheelchair|wearable|air purifier|cleaning device|massager|smart watch
S4E45P612,Zingavita,Medical/Health,High-quality modern Ayurvedic supplements shilajit,nutrition-supplements-brand,supplement|protein|tablet|shilajit|vitamin|magnesium|ayurved
S4E45P613,Dhaaga Life,Beauty/Fashion,Accessories Handbags,bags-and-accessories-brand,\bbags?\b|backpack|sling|clutch|handbag|luggage|suitcase|accessories|eyewear|eye wear|watches
S4E46P614,Tileskraft,Lifestyle/Home,Wide range of tiles,home-painting-contractor,wall building|surface textures|tiles
S4E46P615,Krishnsakhi,Lifestyle/Home,Handcrafted jewelry for Gods,pooja-and-incense-products,pooja|puja|daan|yajna|incense|temple|for gods|devotional|spiritual
S4E46P616,Bore Charger,Agriculture,Sustainable water bore solutions,agritech-devices,.
S4E47P617,Super Bolter,Lifestyle/Home,Three-dimensional home designs,interior-design-studio,interior|3d home|three-dimensional home|pre-?fabricated|construction
S4E47P618,Hive School,Children/Education,Sales school college,kids-enrichment-classes,course|school|classes|brain development|chess|music classes|teaching|therapy|therapeutic
S4E47P619,Tintbox,Lifestyle/Home,Borosilicate glass bottles and lunch boxes,crockery-and-kitchenware-store,stainless steel|kitchenware|dinnerware|plates|borosilicate|lunch box
S4E48P620,Easy Rugs,Lifestyle/Home,"Sustainable, low-maintenance rugs",eco-friendly-products-brand,\beco|sustainab|bamboo|bioplastic|afforestation|climate|biodegrad|paper goods|handmade paper
S4E48P621,Styles Try,Beauty/Fashion,Stylish women's footwear,footwear-brand,shoe|footwear|sneaker|insole|loafer
S4E48P622,Quitci,Lifestyle/Home,"Innovative anti-smoking device Smoke-Free, Nicotine-Free",hardware-product-startup,smart|device|detector|disposal|deterrence|machine|lock|invention|automatic|autonomous|portable|wearable|3d printing|drone|television|speaker|audio|headphone|jet spray|urinal|cradle|fan rod|drinking shield|storage|fire extinguisher|cooker|cooling|billing|lighting|dryer|stick|telescope|card|currency|packaging|chemical|contamination|pipelines|congestion|fuel|mosquito|material|mats|panels|restoration|construction|robot|attachment|ashtray|mirroring|sauna|glass
S4E49P623,Fit Feast,Food and Beverage,Protein-packed foods Protein Snacks,healthy-snacks-brand,snack|chips|nachos|nuts|dry fruits|popcorn|muesli|granola|energy bar|protein bar|bars\b|peanut butter|millet|superfood|super food|guilt|protein|diabetes|gluten|healthy|nutri|kamdhenu|puranpoli|ayurvedic enriched|wellness in the form
S4E49P624,The Bear House,Beauty/Fashion,Stylish and affordable menswear,d2c-apparel-brand,wear|cloth|apparel|fashion|lifestyle products for women|dress|denim|streetwear|lingerie|swim|underwear|innerwear|shapewear|petticoat|sleeves|abaya|kurta|sarees|sikh|tactical|vest|maternity|textile
S4E49P625,Urban Animal,Animal/Pets,Dog DNA tests,hardware-product-startup,gps|tracker|dna
S4E50P626,Nooky,Lifestyle/Home,Aphrodisiac Mood Uplifting chocolates,sweet-shop,sweet|mithai|candy|candies|lollipop|chocolate|confection|chewing gum
S4E50P627,Subculture,Beauty/Fashion,Fetish leather Fashion,d2c-apparel-brand,wear|cloth|apparel|fashion|lifestyle products for women|dress|denim|streetwear|lingerie|swim|underwear|innerwear|shapewear|petticoat|sleeves|abaya|kurta|sarees|sikh|tactical|vest|maternity|textile
S4E50P628,Woodsmen,Liquor/Alcohol,Himalayan whiskey,beverage-brand,.
S4E51P629,Bhavisya Plast,Green/CleanTech,Affordable RBG's bioplastics,recycling-and-waste,waste|scrap|recycl|compost|upcycl|plastic
S4E51P630,Ecoil,Green/CleanTech,Food oil recycling,recycling-and-waste,waste|scrap|recycl|compost|upcycl|plastic
S4E51P631,Rescript,Green/CleanTech,Sustainable stationery Recycled Paper Products,recycling-and-waste,waste|scrap|recycl|compost|upcycl|plastic
S4E52P632,Tickle Your Art,Others,Art by artists with Down syndrome,handcrafted-home-decor,"decor|handicraft|handcrafted|artisan|art & craft|art by|mural|neon|rug|clay|copper|brass|marble|handmade|hand-painted|design, aesthetics"
S4E52P633,Symbionic,Medical/Health,Advanced prosthetic arms easy-to-use prosthetics,medical-devices-startup,device|machine|system|test|wearable|monitor|stethoscope|prosthetic|kit|wheelchair|ecg|eeg|headband|hearing|screening|diagnos|dialysis|cooling|uroflow|dental|orthotic|aid
S4E52P634,XLCinema,Entertainment,Audio content platform for the visually impaired Automatic Content Augmentation Services,publishing-and-comics,publishing|web series|movie|audio content|streaming
S5E1P635,The Croffle Guys,Food and Beverage,Desserts and waffles,ice-cream-and-desserts-brand,ice.?cream|ice-?pops|gelato|dessert|kheer|cheesecake|waffles
S5E1P636,Lewisia Wellness,Beauty/Fashion,natural skincare and haircare wellness,personal-care-brand,skin|\bhair|beauty|cosmetic|makeup|make-up|perfume|fragrance|attar|deo|toilet spray|intimate hygiene|urine bag|waterless bathing|oil|cigarette|cannabis|care products|toothpaste|toothbrush|diaper|home care|belly button
S5E1P637,Guugly Wuugly,Children/Education,kidswear clothing,d2c-apparel-brand,kidswear|baby|furniture|makeup
S5E2P638,EMo Mee,Children/Education,Educational and emotional toys,toys-and-games-brand,toy|doll|busy board|games|collectible
S5E2P639,Capture ATrip,Entertainment,Community Travel company,travel-agency,travel
S5E2P640,Loopie,Children/Education,Baby gear brand,d2c-apparel-brand,kidswear|baby|furniture|makeup
S5E3P641,Save Sage,Technology/Software,Rewards Optimization,saas-micro-product,software|automation|enterprise|optimization|character recognition|fees payment|builder|analytics|facade|fasade
S5E3P642,Kalam Labs,Technology/Software,Research Labs for aerial vechicles,hardware-product-startup,robot|drone|aerial|underwater|wearable|virtual reality|4d
S5E3P643,Panteazy,Beauty/Fashion,Intimate clothing brand for men,d2c-apparel-brand,wear|cloth|apparel|fashion|lifestyle products for women|dress|denim|streetwear|lingerie|swim|underwear|innerwear|shapewear|petticoat|sleeves|abaya|kurta|sarees|sikh|tactical|vest|maternity|textile
S5E4P644,Goat Life,Food and Beverage,Overnight Oats brand,frozen-and-ready-to-cook-foods,momo|frozen|ready to cook|jackfruit|instant curr|soup|ready-to-eat|soya chaap|plant based meat|plant-based meat|diy food|breakfast option|overnight oats
S5E4P645,Planyt,Green/CleanTech,Smart plants,hardware-product-startup,smart|device|detector|disposal|deterrence|machine|lock|invention|automatic|autonomous|portable|wearable|3d printing|drone|television|speaker|audio|headphone|jet spray|urinal|cradle|fan rod|drinking shield|storage|fire extinguisher|cooker|cooling|billing|lighting|dryer|stick|telescope|card|currency|packaging|chemical|contamination|pipelines|congestion|fuel|mosquito|material|mats|panels|restoration|construction|robot|attachment|ashtray|mirroring|sauna|glass
S5E4P646,Avishkaar,Children/Education,AI based toys for kids,toys-and-games-brand,toy|doll|busy board|games|collectible
S5E5P647,Emori,Beauty/Fashion,Lab-grown diamond jewellery,jewellery-brand,jewel|jewll|diamond|bangle|bindi|stones
S5E5P648,True Diamond,Beauty/Fashion,Lab-grown diamond jewellery,jewellery-brand,jewel|jewll|diamond|bangle|bindi|stones
S5E6P649,Smylo,Animal/Pets,Pet food brand,pet-food-and-treats,food|treat|feed|ice cream
S5E6P650,Nootie,Animal/Pets,Pet food brand,pet-food-and-treats,food|treat|feed|ice cream
S5E7P651,Pistabarfi,Food and Beverage,Traditional sweets brand,sweet-shop,sweet|mithai|candy|candies|lollipop|chocolate|confection|chewing gum
S5E7P652,Corel Lifecare,Food and Beverage,Nutrient food for fish farming,vermicompost-unit,override
S5E7P653,vryse,Technology/Software,AI optimization platform,saas-micro-product,software|automation|enterprise|optimization|character recognition|fees payment|builder|analytics|facade|fasade
S5E8P654,My PB,Food and Beverage,Peanut butter brand,healthy-snacks-brand,snack|chips|nachos|nuts|dry fruits|popcorn|muesli|granola|energy bar|protein bar|bars\b|peanut butter|millet|superfood|super food|guilt|protein|diabetes|gluten|healthy|nutri|kamdhenu|puranpoli|ayurvedic enriched|wellness in the form
S5E8P655,x STEP,Medical/Health,Non evasive device for spine injuries,medical-devices-startup,device|machine|system|test|wearable|monitor|stethoscope|prosthetic|kit|wheelchair|ecg|eeg|headband|hearing|screening|diagnos|dialysis|cooling|uroflow|dental|orthotic|aid
S5E8P656,Truth And Hair,Beauty/Fashion,Curly hair care brand,personal-care-brand,skin|\bhair|beauty|cosmetic|makeup|make-up|perfume|fragrance|attar|deo|toilet spray|intimate hygiene|urine bag|waterless bathing|oil|cigarette|cannabis|care products|toothpaste|toothbrush|diaper|home care|belly button
S5E9P657,Meta Fashion,Technology/Software,Digital products company for Roblox,consumer-app-startup,.
S5E9P658,Japam,Lifestyle/Home,Spiritual wearables brand,pooja-and-incense-products,override
S5E9P659,Zen Barefoot,Beauty/Fashion,Barefoot shoes brand,footwear-brand,shoe|footwear|sneaker|insole|loafer
S5E10P660,RIDEV,Vehicles/Electrical Vehicles,E-scooter leasing renting company,ev-charging-and-rental,rent|leasing|subscription|sharing
S5E10P661,Stroom,Food and Beverage,Protein bar brand,healthy-snacks-brand,snack|chips|nachos|nuts|dry fruits|popcorn|muesli|granola|energy bar|protein bar|bars\b|peanut butter|millet|superfood|super food|guilt|protein|diabetes|gluten|healthy|nutri|kamdhenu|puranpoli|ayurvedic enriched|wellness in the form
S5E10P662,TBFO,Beauty/Fashion,Women clothing brand,d2c-apparel-brand,wear|cloth|apparel|fashion|lifestyle products for women|dress|denim|streetwear|lingerie|swim|underwear|innerwear|shapewear|petticoat|sleeves|abaya|kurta|sarees|sikh|tactical|vest|maternity|textile
S5E11P663,Neurapexai,Medical/Health,AI assisted diagnostic platform,medical-devices-startup,device|machine|system|test|wearable|monitor|stethoscope|prosthetic|kit|wheelchair|ecg|eeg|headband|hearing|screening|diagnos|dialysis|cooling|uroflow|dental|orthotic|aid
S5E11P664,Wrestlefanent,Fitness/Sports/Outdoors,Wrestling fan event platform,consumer-app-startup,.
S5E11P665,Ayuvyaandimfresh,Medical/Health,Ayurveda based supplements and beauty products,nutrition-supplements-brand,supplement|protein|tablet|shilajit|vitamin|magnesium|ayurved
S5E12P666,Every Morning Cartel,Food and Beverage,Dining cafe brand,cafe,cafe|coffee and snacks
S5E12P667,Cinefaistudios,Technology/Software,Gen-AI powered content studio,video-editing-service,animation|comics|content studio|dubbing|localisation|localization
S5E12P668,Sampark,Vehicles/Electrical Vehicles,QR based vehicle tag,consumer-app-startup,qr based
S5E13P669,Sovrenn,Technology/Software,Stock discovery platform,consumer-app-startup,.
S5E13P670,Multibagg.ai,Technology/Software,AI Stock research platform,consumer-app-startup,.
S5E14P671,Uprear Build,Business Services,Pre-fabricated construction company,interior-design-studio,interior|3d home|three-dimensional home|pre-?fabricated|construction
S5E14P672,Paper Pro,Food and Beverage,Milk Adulting Kit,dairy-farm,milk|a2|dairy|cheese|eggs
S5E14P673,Cosmohealth,Medical/Health,Emergency health services,consumer-app-startup,.
S5E15P674,Gullylabs,Beauty/Fashion,Hand crafted shoewear brand,footwear-brand,shoe|footwear|sneaker|insole|loafer
S5E15P675,Twin,Technology/Software,AI powered clothes try-on platform,consumer-app-startup,.
S5E15P676,RCXlight,Technology/Software,Digital fasade company,saas-micro-product,software|automation|enterprise|optimization|character recognition|fees payment|builder|analytics|facade|fasade
S5E16P677,Awsum,Food and Beverage,Packaged cakes brand,home-bakery,cake|bakery|cookie|bread
S5E16P678,Phitku,Beauty/Fashion,Alum based natural deodorants,personal-care-brand,skin|\bhair|beauty|cosmetic|makeup|make-up|perfume|fragrance|attar|deo|toilet spray|intimate hygiene|urine bag|waterless bathing|oil|cigarette|cannabis|care products|toothpaste|toothbrush|diaper|home care|belly button
S5E16P679,9DXRlabs,Technology/Software,VR based platform for schools,test-prep-online,learning|courses|chess|edtech|interviews|career|school|classes|learn
S5E17P680,Pureflow,Medical/Health,Nasal strip brand,personal-care-brand,nasal strip|body adhesive|period panties|dental care brand|cannabis|cannibis
S5E17P681,Getsnappy,Medical/Health,Body adhesive brand,personal-care-brand,nasal strip|body adhesive|period panties|dental care brand|cannabis|cannibis
S5E17P682,Awayddings,Lifestyle/Home,Designation wedding planners,wedding-planning,wedding planner|wedding hall|wedding ceremonial
S5E18P683,Urbanwipe,Lifestyle/Home,Acid free home cleaning solutions,home-cleaning-products-brand,clean|detergent|undergarment wash|freshner|air purifier
S5E18P684,Antinorm,Beauty/Fashion,All in one beauty brand,personal-care-brand,skin|\bhair|beauty|cosmetic|makeup|make-up|perfume|fragrance|attar|deo|toilet spray|intimate hygiene|urine bag|waterless bathing|oil|cigarette|cannabis|care products|toothpaste|toothbrush|diaper|home care|belly button
S5E18P685,Sepoy&co,Food and Beverage,Premium mixer brand,beverage-brand,coffee|espresso|cocktail|\btea\b|tea dip|matcha|kombucha|beverage|drink|juice|lemonade|shake|water|mixer|bubble tea|spirit|beer|mead
S5E19P686,Bonkerscorner,Beauty/Fashion,Unisex streetwear brand,d2c-apparel-brand,wear|cloth|apparel|fashion|lifestyle products for women|dress|denim|streetwear|lingerie|swim|underwear|innerwear|shapewear|petticoat|sleeves|abaya|kurta|sarees|sikh|tactical|vest|maternity|textile
S5E19P687,Bubbleme,Medical/Health,Magnesium driven wellness brand,nutrition-supplements-brand,supplement|protein|tablet|shilajit|vitamin|magnesium|ayurved
S5E19P688,Outlive,Medical/Health,Fasting guidance program,nutrition-coaching,weight|fasting|diet
S5E20P689,Metadrive,Entertainment,Motion based driving platform,hardware-product-startup,override
S5E20P690,Sparshbrush,Animal/Pets,Automatic grooming brushes for cattle,agritech-devices,livestock|cattle|ear tag
S5E20P691,Shesha Ayurveda,Beauty/Fashion,Ayurvedic beauty and hair care brand,personal-care-brand,ayurved
S5E21P692,Cookiecartel,Food and Beverage,Baked homemade cookies brand,home-bakery,cake|bakery|cookie|bread
S5E21P693,Avia Litewings,Vehicles/Electrical Vehicles,Gyrocopter and aircraft company,hardware-product-startup,fuel caps|helmet|pillow|gyrocopter|aircraft|hydrogen
S5E21P694,Aabo,Fitness/Sports/Outdoors,Smart wellness tracking ring,hardware-product-startup,sensor|ring
S5E22P695,Krvvy,Beauty/Fashion,Women's innerwear and shapewear brand,d2c-apparel-brand,wear|cloth|apparel|fashion|lifestyle products for women|dress|denim|streetwear|lingerie|swim|underwear|innerwear|shapewear|petticoat|sleeves|abaya|kurta|sarees|sikh|tactical|vest|maternity|textile
S5E22P696,Invogue,Beauty/Fashion,Women's shapewear brand,d2c-apparel-brand,wear|cloth|apparel|fashion|lifestyle products for women|dress|denim|streetwear|lingerie|swim|underwear|innerwear|shapewear|petticoat|sleeves|abaya|kurta|sarees|sikh|tactical|vest|maternity|textile
S5E23P697,Taashacraft,Beauty/Fashion,Handcrafted jewelry and bangles,jewellery-brand,jewel|jewll|diamond|bangle|bindi|stones
S5E23P698,Mishmash Naturals,Children/Education,Ayurvedic Kids makeup brand,personal-care-brand,override
S5E23P699,Indian School Of Calisthenics,Fitness/Sports/Outdoors,Calisthenics training institute,sports-coaching-academy,institute|academy|training|calisthenics|chess|sport for|recreation
S5E24P700,Wholeleaf,Medical/Health,Cannibis wellness brand,personal-care-brand,nasal strip|body adhesive|period panties|dental care brand|cannabis|cannibis
S5E24P701,Mankomb,Green/CleanTech,Wet waste to soil converter,recycling-and-waste,waste|scrap|recycl|compost|upcycl|plastic
S5E24P702,Madrasi Kaapihouse,Food and Beverage,Coffee brand,beverage-brand,coffee|espresso|cocktail|\btea\b|tea dip|matcha|kombucha|beverage|drink|juice|lemonade|shake|water|mixer|bubble tea|spirit|beer|mead
S5E25P703,Soundverse,Technology/Software,AI based music generator,consumer-app-startup,.
S5E25P704,Kilrr,Food and Beverage,Marinades and spices brand,spice-processing-unit,spice|\batta\b|flour|\baata\b
S5E25P705,Offline,Lifestyle/Home,Offline social meetup platform,consumer-app-startup,\bapp\b|platform|dating|social|meetup|club|conversations|anger management|astrology|letter writing
S5E26P706,Pandas Box,Children/Education,Devotional toys brand,toys-and-games-brand,toy|doll|busy board|games|collectible
S5E26P707,The Bindi Project,Beauty/Fashion,Hand-crafted bindi brand,jewellery-brand,jewel|jewll|diamond|bangle|bindi|stones
S5E26P708,Voxturn AI,Technology/Software,AI powered sales agent,digital-agency,advertisement|influencer|sales agent|beauty brands
S5E27P709,My Wonder,Technology/Software,AI powered learning companion,test-prep-online,learning|courses|chess|edtech|interviews|career|school|classes|learn
S5E27P710,Cotopay,Technology/Software,UPI based expense management,consumer-app-startup,.
S5E27P711,Local All Natural Soda,Food and Beverage,Farm to bottle beverage brand,beverage-brand,coffee|espresso|cocktail|\btea\b|tea dip|matcha|kombucha|beverage|drink|juice|lemonade|shake|water|mixer|bubble tea|spirit|beer|mead
S5E28P712,The Binge Town,Entertainment,Private theatre for celebrations,event-planning,surprise|proposal|event platform|celebration|private theatre
S5E28P713,Prop FTX,Business Services,Fractional real estate investments,real-estate-brokerage,real estate|fractional
S5E28P714,Eight Times Eight,Fitness/Sports/Outdoors,Chess classes,sports-coaching-academy,institute|academy|training|calisthenics|chess|sport for|recreation
S5E29P715,Warriorworld,Beauty/Fashion,Indian army inspired apparel brand,d2c-apparel-brand,wear|cloth|apparel|fashion|lifestyle products for women|dress|denim|streetwear|lingerie|swim|underwear|innerwear|shapewear|petticoat|sleeves|abaya|kurta|sarees|sikh|tactical|vest|maternity|textile
S5E29P716,Currently,Technology/Software,Real time activity sharing app,consumer-app-startup,.
S5E29P717,Anjanibooks,Technology/Software,Online bookstore,used-book-store,override
S5E30P718,Booon,Beauty/Fashion,Curated fashion quick commerce platform,d2c-apparel-brand,wear|cloth|apparel|fashion|lifestyle products for women|dress|denim|streetwear|lingerie|swim|underwear|innerwear|shapewear|petticoat|sleeves|abaya|kurta|sarees|sikh|tactical|vest|maternity|textile
S5E30P719,Me Meraki,Lifestyle/Home,Culture tech platform for indian arts,consumer-app-startup,\bapp\b|platform|dating|social|meetup|club|conversations|anger management|astrology|letter writing
S5E30P720,3Sisters,Food and Beverage,Non alcoholic beverages brand,beverage-brand,coffee|espresso|cocktail|\btea\b|tea dip|matcha|kombucha|beverage|drink|juice|lemonade|shake|water|mixer|bubble tea|spirit|beer|mead
S5E31P721,Artociti,Lifestyle/Home,Relief mural home decor brand,handcrafted-home-decor,"decor|handicraft|handcrafted|artisan|art & craft|art by|mural|neon|rug|clay|copper|brass|marble|handmade|hand-painted|design, aesthetics"
S5E31P722,Kreo,Fitness/Sports/Outdoors,Gaming peripherals brand,hardware-product-startup,override
S5E31P723,Rosada,Beauty/Fashion,Customised kids bags,bags-and-accessories-brand,\bbags?\b|backpack|sling|clutch|handbag|luggage|suitcase|accessories|eyewear|eye wear|watches
S5E32P724,Babyworks By Swapnil,Beauty/Fashion,Baby jewellery brand,jewellery-brand,jewel|jewll|diamond|bangle|bindi|stones
S5E32P725,Gramiyaa,Food and Beverage,Wood cold pressed oils,cold-pressed-oil-mill,cold pressed|edible oil
S5E32P726,Mama Nourish,Food and Beverage,Nutrious energy bars,healthy-snacks-brand,snack|chips|nachos|nuts|dry fruits|popcorn|muesli|granola|energy bar|protein bar|bars\b|peanut butter|millet|superfood|super food|guilt|protein|diabetes|gluten|healthy|nutri|kamdhenu|puranpoli|ayurvedic enriched|wellness in the form
S5E33P727,Kelvin6k,Business Services,Robotic construction company,interior-design-studio,interior|3d home|three-dimensional home|pre-?fabricated|construction
S5E33P728,ANAApparels,Beauty/Fashion,"Abayas, naquabs and dupatta brand",d2c-apparel-brand,wear|cloth|apparel|fashion|lifestyle products for women|dress|denim|streetwear|lingerie|swim|underwear|innerwear|shapewear|petticoat|sleeves|abaya|kurta|sarees|sikh|tactical|vest|maternity|textile
S5E33P729,Ez Pac,Business Services,Smart packaging solutions,hardware-product-startup,smart|device|detector|disposal|deterrence|machine|lock|invention|automatic|autonomous|portable|wearable|3d printing|drone|television|speaker|audio|headphone|jet spray|urinal|cradle|fan rod|drinking shield|storage|fire extinguisher|cooker|cooling|billing|lighting|dryer|stick|telescope|card|currency|packaging|chemical|contamination|pipelines|congestion|fuel|mosquito|material|mats|panels|restoration|construction|robot|attachment|ashtray|mirroring|sauna|glass
S5E34P730,Gappu,Beauty/Fashion,Percussion music instruments,,
S5E34P731,Mister Veg,Food and Beverage,Plant based meat brand,frozen-and-ready-to-cook-foods,momo|frozen|ready to cook|jackfruit|instant curr|soup|ready-to-eat|soya chaap|plant based meat|plant-based meat|diy food|breakfast option|overnight oats
S5E34P732,Saras,Technology/Software,Stock trading recommendations app,consumer-app-startup,.
S5E35P733,Speechgears,Children/Education,Therapeutic solutions for children with special needs,kids-enrichment-classes,course|school|classes|brain development|chess|music classes|teaching|therapy|therapeutic
S5E35P734,Heizen,Technology/Software,AI powered software development firm,saas-micro-product,software|automation|enterprise|optimization|character recognition|fees payment|builder|analytics|facade|fasade
S5E35P735,Pukaar.ai,Technology/Software,AI powered parenting app,consumer-app-startup,.
S5E36P736,upsnac,Food and Beverage,Wellness coffee brand,beverage-brand,coffee|espresso|cocktail|\btea\b|tea dip|matcha|kombucha|beverage|drink|juice|lemonade|shake|water|mixer|bubble tea|spirit|beer|mead
S5E36P737,Kotson Mattress,Lifestyle/Home,Organic latex mattress brand,furniture-workshop,furniture|chair|mattress|kitchens
S5E36P738,Kalakrit,Technology/Software,AI based content localisation platform,video-editing-service,animation|comics|content studio|dubbing|localisation|localization
S5E36P739,SVSFood,Food and Beverage,Vegetarian qsr food chain,quick-service-food-outlet,qsr|restaurant|food kart|food truck|maggi|pizza|kulche|parathas|cuisine|dining|pancake|kunafa
S5E37P740,Be Clinical,Beauty/Fashion,Skincare brand,personal-care-brand,skin|\bhair|beauty|cosmetic|makeup|make-up|perfume|fragrance|attar|deo|toilet spray|intimate hygiene|urine bag|waterless bathing|oil|cigarette|cannabis|care products|toothpaste|toothbrush|diaper|home care|belly button
S5E37P741,Misfits,Lifestyle/Home,Hobby and meetup club,consumer-app-startup,\bapp\b|platform|dating|social|meetup|club|conversations|anger management|astrology|letter writing
S5E37P742,Krimmy Thickshakes,Food and Beverage,Guilt-free shakes,beverage-brand,override
S5E38P743,Curry It,Food and Beverage,Instant curries and paste brand,frozen-and-ready-to-cook-foods,momo|frozen|ready to cook|jackfruit|instant curr|soup|ready-to-eat|soya chaap|plant based meat|plant-based meat|diy food|breakfast option|overnight oats
S5E38P744,dubpro.ai,Technology/Software,AI-powered dubbing platform,video-editing-service,animation|comics|content studio|dubbing|localisation|localization
S5E38P745,Boingg,Children/Education,Custom kids furniture brand,furniture-workshop,override
S5E39P746,Pragyan,Children/Education,Pediatric therapy services for children,kids-enrichment-classes,course|school|classes|brain development|chess|music classes|teaching|therapy|therapeutic
S5E39P747,Sanchvi,Beauty/Fashion,Exclusive rental wear,clothing-rental,rental|on rent|give on rent
S5E39P748,Trring,Lifestyle/Home,Bluetooth call mirroring devices,hardware-product-startup,smart|device|detector|disposal|deterrence|machine|lock|invention|automatic|autonomous|portable|wearable|3d printing|drone|television|speaker|audio|headphone|jet spray|urinal|cradle|fan rod|drinking shield|storage|fire extinguisher|cooker|cooling|billing|lighting|dryer|stick|telescope|card|currency|packaging|chemical|contamination|pipelines|congestion|fuel|mosquito|material|mats|panels|restoration|construction|robot|attachment|ashtray|mirroring|sauna|glass
S5E40P749,Edinora,Food and Beverage,Edible grade toothpaste brand,personal-care-brand,skin|\bhair|beauty|cosmetic|makeup|make-up|perfume|fragrance|attar|deo|toilet spray|intimate hygiene|urine bag|waterless bathing|oil|cigarette|cannabis|care products|toothpaste|toothbrush|diaper|home care|belly button
S5E40P750,Rehab Veda,Medical/Health,Home Neuro rehabilitation solution,physio-and-massage,pain management|rehabilitation
S5E40P751,Freshpod,Vehicles/Electrical Vehicles,Helmet disinfectant device,hardware-product-startup,fuel caps|helmet|pillow|gyrocopter|aircraft|hydrogen
S5E41P752,Modge,Food and Beverage,Vegetarian cakes and desserts brand,ice-cream-and-desserts-brand,ice.?cream|ice-?pops|gelato|dessert|kheer|cheesecake|waffles
